month,year,temperature,dewpoint,windspeed,Soilwater_L1,Precipitation,field,temperature_b1,temperature_b2,temperature_b3,temperature_b4,temperature_b5,temperature_b6,temperature_b7,temperature_b8,temperature_b9,temperature_b10,temperature_b11,temperature_b12,dewpoint_b1,dewpoint_b2,dewpoint_b3,dewpoint_b4,dewpoint_b5,dewpoint_b6,dewpoint_b7,dewpoint_b8,dewpoint_b9,dewpoint_b10,dewpoint_b11,dewpoint_b12,windspeed_b1,windspeed_b2,windspeed_b3,windspeed_b4,windspeed_b5,windspeed_b6,windspeed_b7,windspeed_b8,windspeed_b9,windspeed_b10,windspeed_b11,windspeed_b12,Soilwater_L1_b1,Soilwater_L1_b2,Soilwater_L1_b3,Soilwater_L1_b4,Soilwater_L1_b5,Soilwater_L1_b6,Soilwater_L1_b7,Soilwater_L1_b8,Soilwater_L1_b9,Soilwater_L1_b10,Soilwater_L1_b11,Soilwater_L1_b12,Precipitation_b1,Precipitation_b2,Precipitation_b3,Precipitation_b4,Precipitation_b5,Precipitation_b6,Precipitation_b7,Precipitation_b8,Precipitation_b9,Precipitation_b10,Precipitation_b11,Precipitation_b12,Soilwater_L2,Soilwater_L3,Soilwater_L4,Id,age,type,production,date
4,2009,26.163,24.312,1.6698,0.35356,468.59,0,26.098,26.046,26.739,27.397,29.429,28.803,28.16,27.453,26.96,26.362,26.187,25.948,24.605,24.323,24.073,23.957,22.365,22.762,23.652,23.642,23.436,24.078,24.637,24.565,1.8023,1.9628,2.0401,1.9059,2.4118,2.4395,2.2509,1.9141,1.8285,1.6947,1.7208,1.6736,0.36148,0.35603,0.3312,0.31581,0.2335,0.26737,0.29726,0.31484,0.31622,0.3494,0.36043,0.36447,569.9,431.57,302.09,206.52,88.508,172.65,115.79,82.902,68.148,175.52,307.1,477.05,,,,63.0,24.0,5.0,0.0121486268174474,2009-04-01
5,2009,25.988,24.468,1.5193,0.36463,544.7,0,26.163,26.098,26.046,26.739,27.397,29.429,28.803,28.16,27.453,26.96,26.362,26.187,24.312,24.605,24.323,24.073,23.957,22.365,22.762,23.652,23.642,23.436,24.078,24.637,1.6698,1.8023,1.9628,2.0401,1.9059,2.4118,2.4395,2.2509,1.9141,1.8285,1.6947,1.7208,0.35356,0.36148,0.35603,0.3312,0.31581,0.2335,0.26737,0.29726,0.31484,0.31622,0.3494,0.36043,468.59,569.9,431.57,302.09,206.52,88.508,172.65,115.79,82.902,68.148,175.52,307.1,,,,64.0,24.0,5.0,0.0496607431340872,2009-05-01
6,2009,26.227,24.388,1.8308,0.35512,332.74,0,25.988,26.163,26.098,26.046,26.739,27.397,29.429,28.803,28.16,27.453,26.96,26.362,24.468,24.312,24.605,24.323,24.073,23.957,22.365,22.762,23.652,23.642,23.436,24.078,1.5193,1.6698,1.8023,1.9628,2.0401,1.9059,2.4118,2.4395,2.2509,1.9141,1.8285,1.6947,0.36463,0.35356,0.36148,0.35603,0.3312,0.31581,0.2335,0.26737,0.29726,0.31484,0.31622,0.3494,544.7,468.59,569.9,431.57,302.09,206.52,88.508,172.65,115.79,82.902,68.148,175.52,,,,65.0,24.0,5.0,0.0687883683360258,2009-06-01
7,2009,26.856,23.833,2.0467,0.32642,85.615,0,26.227,25.988,26.163,26.098,26.046,26.739,27.397,29.429,28.803,28.16,27.453,26.96,24.388,24.468,24.312,24.605,24.323,24.073,23.957,22.365,22.762,23.652,23.642,23.436,1.8308,1.5193,1.6698,1.8023,1.9628,2.0401,1.9059,2.4118,2.4395,2.2509,1.9141,1.8285,0.35512,0.36463,0.35356,0.36148,0.35603,0.3312,0.31581,0.2335,0.26737,0.29726,0.31484,0.31622,332.74,544.7,468.59,569.9,431.57,302.09,206.52,88.508,172.65,115.79,82.902,68.148,,,,66.0,24.0,5.0,0.1515347334410339,2009-07-01
8,2009,28.183,22.872,2.1847,0.27818,62.841,0,26.856,26.227,25.988,26.163,26.098,26.046,26.739,27.397,29.429,28.803,28.16,27.453,23.833,24.388,24.468,24.312,24.605,24.323,24.073,23.957,22.365,22.762,23.652,23.642,2.0467,1.8308,1.5193,1.6698,1.8023,1.9628,2.0401,1.9059,2.4118,2.4395,2.2509,1.9141,0.32642,0.35512,0.36463,0.35356,0.36148,0.35603,0.3312,0.31581,0.2335,0.26737,0.29726,0.31484,85.615,332.74,544.7,468.59,569.9,431.57,302.09,206.52,88.508,172.65,115.79,82.902,,,,67.0,24.0,5.0,0.2919547657512116,2009-08-01
9,2009,29.308,21.729,2.5489,0.2326,65.107,0,28.183,26.856,26.227,25.988,26.163,26.098,26.046,26.739,27.397,29.429,28.803,28.16,22.872,23.833,24.388,24.468,24.312,24.605,24.323,24.073,23.957,22.365,22.762,23.652,2.1847,2.0467,1.8308,1.5193,1.6698,1.8023,1.9628,2.0401,1.9059,2.4118,2.4395,2.2509,0.27818,0.32642,0.35512,0.36463,0.35356,0.36148,0.35603,0.3312,0.31581,0.2335,0.26737,0.29726,62.841,85.615,332.74,544.7,468.59,569.9,431.57,302.09,206.52,88.508,172.65,115.79,,,,68.0,24.0,5.0,0.4555088852988692,2009-09-01
10,2009,30.126,21.069,2.5929,0.21379,70.557,0,29.308,28.183,26.856,26.227,25.988,26.163,26.098,26.046,26.739,27.397,29.429,28.803,21.729,22.872,23.833,24.388,24.468,24.312,24.605,24.323,24.073,23.957,22.365,22.762,2.5489,2.1847,2.0467,1.8308,1.5193,1.6698,1.8023,1.9628,2.0401,1.9059,2.4118,2.4395,0.2326,0.27818,0.32642,0.35512,0.36463,0.35356,0.36148,0.35603,0.3312,0.31581,0.2335,0.26737,65.107,62.841,85.615,332.74,544.7,468.59,569.9,431.57,302.09,206.52,88.508,172.65,,,,69.0,24.0,5.0,0.5067851373182553,2009-10-01
11,2009,30.316,21.126,2.7968,0.20721,48.459,0,30.126,29.308,28.183,26.856,26.227,25.988,26.163,26.098,26.046,26.739,27.397,29.429,21.069,21.729,22.872,23.833,24.388,24.468,24.312,24.605,24.323,24.073,23.957,22.365,2.5929,2.5489,2.1847,2.0467,1.8308,1.5193,1.6698,1.8023,1.9628,2.0401,1.9059,2.4118,0.21379,0.2326,0.27818,0.32642,0.35512,0.36463,0.35356,0.36148,0.35603,0.3312,0.31581,0.2335,70.557,65.107,62.841,85.615,332.74,544.7,468.59,569.9,431.57,302.09,206.52,88.508,,,,70.0,24.0,5.0,0.6372859450726979,2009-11-01
2,2010,27.484,24.692,2.5474,0.3424,349.49,0,27.017,28.493,30.316,30.126,29.308,28.183,26.856,26.227,25.988,26.163,26.098,26.046,23.977,23.076,21.126,21.069,21.729,22.872,23.833,24.388,24.468,24.312,24.605,24.323,2.1748,2.4824,2.7968,2.5929,2.5489,2.1847,2.0467,1.8308,1.5193,1.6698,1.8023,1.9628,0.31224,0.25777,0.20721,0.21379,0.2326,0.27818,0.32642,0.35512,0.36463,0.35356,0.36148,0.35603,309.83,298.13,48.459,70.557,65.107,62.841,85.615,332.74,544.7,468.59,569.9,431.57,,,,71.0,25.0,5.0,0.0719547657512116,2010-02-01
3,2010,27.87,24.749,2.1424,0.33339,257.27,0,27.484,27.017,28.493,30.316,30.126,29.308,28.183,26.856,26.227,25.988,26.163,26.098,24.692,23.977,23.076,21.126,21.069,21.729,22.872,23.833,24.388,24.468,24.312,24.605,2.5474,2.1748,2.4824,2.7968,2.5929,2.5489,2.1847,2.0467,1.8308,1.5193,1.6698,1.8023,0.3424,0.31224,0.25777,0.20721,0.21379,0.2326,0.27818,0.32642,0.35512,0.36463,0.35356,0.36148,349.49,309.83,298.13,48.459,70.557,65.107,62.841,85.615,332.74,544.7,468.59,569.9,,,,72.0,25.0,5.0,0.0276898222940226,2010-03-01
4,2010,26.886,25.393,1.8086,0.36484,444.87,0,27.87,27.484,27.017,28.493,30.316,30.126,29.308,28.183,26.856,26.227,25.988,26.163,24.749,24.692,23.977,23.076,21.126,21.069,21.729,22.872,23.833,24.388,24.468,24.312,2.1424,2.5474,2.1748,2.4824,2.7968,2.5929,2.5489,2.1847,2.0467,1.8308,1.5193,1.6698,0.33339,0.3424,0.31224,0.25777,0.20721,0.21379,0.2326,0.27818,0.32642,0.35512,0.36463,0.35356,257.27,349.49,309.83,298.13,48.459,70.557,65.107,62.841,85.615,332.74,544.7,468.59,,,,73.0,25.0,5.0,0.0144103392568659,2010-04-01
5,2010,27.469,25.452,1.7407,0.35453,278.15,0,26.886,27.87,27.484,27.017,28.493,30.316,30.126,29.308,28.183,26.856,26.227,25.988,25.393,24.749,24.692,23.977,23.076,21.126,21.069,21.729,22.872,23.833,24.388,24.468,1.8086,2.1424,2.5474,2.1748,2.4824,2.7968,2.5929,2.5489,2.1847,2.0467,1.8308,1.5193,0.36484,0.33339,0.3424,0.31224,0.25777,0.20721,0.21379,0.2326,0.27818,0.32642,0.35512,0.36463,444.87,257.27,349.49,309.83,298.13,48.459,70.557,65.107,62.841,85.615,332.74,544.7,,,,74.0,25.0,5.0,0.0512762520193861,2010-05-01
6,2010,27.253,24.352,1.7718,0.33685,98.112,0,27.469,26.886,27.87,27.484,27.017,28.493,30.316,30.126,29.308,28.183,26.856,26.227,25.452,25.393,24.749,24.692,23.977,23.076,21.126,21.069,21.729,22.872,23.833,24.388,1.7407,1.8086,2.1424,2.5474,2.1748,2.4824,2.7968,2.5929,2.5489,2.1847,2.0467,1.8308,0.35453,0.36484,0.33339,0.3424,0.31224,0.25777,0.20721,0.21379,0.2326,0.27818,0.32642,0.35512,278.15,444.87,257.27,349.49,309.83,298.13,48.459,70.557,65.107,62.841,85.615,332.74,,,,75.0,25.0,5.0,0.052762520193861,2010-06-01
7,2010,27.302,24.372,1.8109,0.3407,149.57,0,27.253,27.469,26.886,27.87,27.484,27.017,28.493,30.316,30.126,29.308,28.183,26.856,24.352,25.452,25.393,24.749,24.692,23.977,23.076,21.126,21.069,21.729,22.872,23.833,1.7718,1.7407,1.8086,2.1424,2.5474,2.1748,2.4824,2.7968,2.5929,2.5489,2.1847,2.0467,0.33685,0.35453,0.36484,0.33339,0.3424,0.31224,0.25777,0.20721,0.21379,0.2326,0.27818,0.32642,98.112,278.15,444.87,257.27,349.49,309.83,298.13,48.459,70.557,65.107,62.841,85.615,,,,76.0,25.0,5.0,0.0617447495961227,2010-07-01
8,2010,28.005,23.394,1.9233,0.29158,123.76,0,27.302,27.253,27.469,26.886,27.87,27.484,27.017,28.493,30.316,30.126,29.308,28.183,24.372,24.352,25.452,25.393,24.749,24.692,23.977,23.076,21.126,21.069,21.729,22.872,1.8109,1.7718,1.7407,1.8086,2.1424,2.5474,2.1748,2.4824,2.7968,2.5929,2.5489,2.1847,0.3407,0.33685,0.35453,0.36484,0.33339,0.3424,0.31224,0.25777,0.20721,0.21379,0.2326,0.27818,149.57,98.112,278.15,444.87,257.27,349.49,309.83,298.13,48.459,70.557,65.107,62.841,,,,77.0,25.0,5.0,0.2553150242326333,2010-08-01
9,2010,28.698,22.975,2.1995,0.25806,78.951,0,28.005,27.302,27.253,27.469,26.886,27.87,27.484,27.017,28.493,30.316,30.126,29.308,23.394,24.372,24.352,25.452,25.393,24.749,24.692,23.977,23.076,21.126,21.069,21.729,1.9233,1.8109,1.7718,1.7407,1.8086,2.1424,2.5474,2.1748,2.4824,2.7968,2.5929,2.5489,0.29158,0.3407,0.33685,0.35453,0.36484,0.33339,0.3424,0.31224,0.25777,0.20721,0.21379,0.2326,123.76,149.57,98.112,278.15,444.87,257.27,349.49,309.83,298.13,48.459,70.557,65.107,,,,78.0,25.0,5.0,0.3097253634894992,2010-09-01
10,2010,29.505,22.377,2.3683,0.22691,116.69,0,28.698,28.005,27.302,27.253,27.469,26.886,27.87,27.484,27.017,28.493,30.316,30.126,22.975,23.394,24.372,24.352,25.452,25.393,24.749,24.692,23.977,23.076,21.126,21.069,2.1995,1.9233,1.8109,1.7718,1.7407,1.8086,2.1424,2.5474,2.1748,2.4824,2.7968,2.5929,0.25806,0.29158,0.3407,0.33685,0.35453,0.36484,0.33339,0.3424,0.31224,0.25777,0.20721,0.21379,78.951,123.76,149.57,98.112,278.15,444.87,257.27,349.49,309.83,298.13,48.459,70.557,,,,79.0,25.0,5.0,0.5111147011308562,2010-10-01
11,2010,28.674,23.104,2.2016,0.26646,111.99,0,29.505,28.698,28.005,27.302,27.253,27.469,26.886,27.87,27.484,27.017,28.493,30.316,22.377,22.975,23.394,24.372,24.352,25.452,25.393,24.749,24.692,23.977,23.076,21.126,2.3683,2.1995,1.9233,1.8109,1.7718,1.7407,1.8086,2.1424,2.5474,2.1748,2.4824,2.7968,0.22691,0.25806,0.29158,0.3407,0.33685,0.35453,0.36484,0.33339,0.3424,0.31224,0.25777,0.20721,116.69,78.951,123.76,149.57,98.112,278.15,444.87,257.27,349.49,309.83,298.13,48.459,,,,80.0,25.0,5.0,0.591373182552504,2010-11-01
12,2010,27.234,23.781,2.0187,0.3016,243.24,0,28.674,29.505,28.698,28.005,27.302,27.253,27.469,26.886,27.87,27.484,27.017,28.493,23.104,22.377,22.975,23.394,24.372,24.352,25.452,25.393,24.749,24.692,23.977,23.076,2.2016,2.3683,2.1995,1.9233,1.8109,1.7718,1.7407,1.8086,2.1424,2.5474,2.1748,2.4824,0.26646,0.22691,0.25806,0.29158,0.3407,0.33685,0.35453,0.36484,0.33339,0.3424,0.31224,0.25777,111.99,116.69,78.951,123.76,149.57,98.112,278.15,444.87,257.27,349.49,309.83,298.13,,,,81.0,25.0,5.0,0.3844911147011309,2010-12-01
1,2011,25.775,23.954,1.9864,0.3433,438.87,0,27.234,28.674,29.505,28.698,28.005,27.302,27.253,27.469,26.886,27.87,27.484,27.017,23.781,23.104,22.377,22.975,23.394,24.372,24.352,25.452,25.393,24.749,24.692,23.977,2.0187,2.2016,2.3683,2.1995,1.9233,1.8109,1.7718,1.7407,1.8086,2.1424,2.5474,2.1748,0.3016,0.26646,0.22691,0.25806,0.29158,0.3407,0.33685,0.35453,0.36484,0.33339,0.3424,0.31224,243.24,111.99,116.69,78.951,123.76,149.57,98.112,278.15,444.87,257.27,349.49,309.83,,,,82.0,26.0,5.0,0.125686591276252,2011-01-01
2,2011,25.852,24.05,1.9486,0.35676,573.15,0,25.775,27.234,28.674,29.505,28.698,28.005,27.302,27.253,27.469,26.886,27.87,27.484,23.954,23.781,23.104,22.377,22.975,23.394,24.372,24.352,25.452,25.393,24.749,24.692,1.9864,2.0187,2.2016,2.3683,2.1995,1.9233,1.8109,1.7718,1.7407,1.8086,2.1424,2.5474,0.3433,0.3016,0.26646,0.22691,0.25806,0.29158,0.3407,0.33685,0.35453,0.36484,0.33339,0.3424,438.87,243.24,111.99,116.69,78.951,123.76,149.57,98.112,278.15,444.87,257.27,349.49,,,,83.0,26.0,5.0,0.047075928917609,2011-02-01
3,2011,25.978,24.304,1.8727,0.3579,538.52,0,25.852,25.775,27.234,28.674,29.505,28.698,28.005,27.302,27.253,27.469,26.886,27.87,24.05,23.954,23.781,23.104,22.377,22.975,23.394,24.372,24.352,25.452,25.393,24.749,1.9486,1.9864,2.0187,2.2016,2.3683,2.1995,1.9233,1.8109,1.7718,1.7407,1.8086,2.1424,0.35676,0.3433,0.3016,0.26646,0.22691,0.25806,0.29158,0.3407,0.33685,0.35453,0.36484,0.33339,573.15,438.87,243.24,111.99,116.69,78.951,123.76,149.57,98.112,278.15,444.87,257.27,,,,84.0,26.0,5.0,0.0373505654281098,2011-03-01
4,2011,25.965,24.528,1.7745,0.36572,381.49,0,25.978,25.852,25.775,27.234,28.674,29.505,28.698,28.005,27.302,27.253,27.469,26.886,24.304,24.05,23.954,23.781,23.104,22.377,22.975,23.394,24.372,24.352,25.452,25.393,1.8727,1.9486,1.9864,2.0187,2.2016,2.3683,2.1995,1.9233,1.8109,1.7718,1.7407,1.8086,0.3579,0.35676,0.3433,0.3016,0.26646,0.22691,0.25806,0.29158,0.3407,0.33685,0.35453,0.36484,538.52,573.15,438.87,243.24,111.99,116.69,78.951,123.76,149.57,98.112,278.15,444.87,,,,85.0,26.0,5.0,0.0430694668820678,2011-04-01
5,2011,26.616,24.9,1.7665,0.35877,326.23,0,25.965,25.978,25.852,25.775,27.234,28.674,29.505,28.698,28.005,27.302,27.253,27.469,24.528,24.304,24.05,23.954,23.781,23.104,22.377,22.975,23.394,24.372,24.352,25.452,1.7745,1.8727,1.9486,1.9864,2.0187,2.2016,2.3683,2.1995,1.9233,1.8109,1.7718,1.7407,0.36572,0.3579,0.35676,0.3433,0.3016,0.26646,0.22691,0.25806,0.29158,0.3407,0.33685,0.35453,381.49,538.52,573.15,438.87,243.24,111.99,116.69,78.951,123.76,149.57,98.112,278.15,,,,86.0,26.0,5.0,0.0188691437802907,2011-05-01
6,2011,27.035,24.076,1.9929,0.32748,98.758,0,26.616,25.965,25.978,25.852,25.775,27.234,28.674,29.505,28.698,28.005,27.302,27.253,24.9,24.528,24.304,24.05,23.954,23.781,23.104,22.377,22.975,23.394,24.372,24.352,1.7665,1.7745,1.8727,1.9486,1.9864,2.0187,2.2016,2.3683,2.1995,1.9233,1.8109,1.7718,0.35877,0.36572,0.3579,0.35676,0.3433,0.3016,0.26646,0.22691,0.25806,0.29158,0.3407,0.33685,326.23,381.49,538.52,573.15,438.87,243.24,111.99,116.69,78.951,123.76,149.57,98.112,,,,87.0,26.0,5.0,0.0377059773828756,2011-06-01
7,2011,26.867,23.523,1.8927,0.32176,152.31,0,27.035,26.616,25.965,25.978,25.852,25.775,27.234,28.674,29.505,28.698,28.005,27.302,24.076,24.9,24.528,24.304,24.05,23.954,23.781,23.104,22.377,22.975,23.394,24.372,1.9929,1.7665,1.7745,1.8727,1.9486,1.9864,2.0187,2.2016,2.3683,2.1995,1.9233,1.8109,0.32748,0.35877,0.36572,0.3579,0.35676,0.3433,0.3016,0.26646,0.22691,0.25806,0.29158,0.3407,98.758,326.23,381.49,538.52,573.15,438.87,243.24,111.99,116.69,78.951,123.76,149.57,,,,88.0,26.0,5.0,0.119967689822294,2011-07-01
8,2011,27.929,23.286,2.0728,0.28785,189.26,0,26.867,27.035,26.616,25.965,25.978,25.852,25.775,27.234,28.674,29.505,28.698,28.005,23.523,24.076,24.9,24.528,24.304,24.05,23.954,23.781,23.104,22.377,22.975,23.394,1.8927,1.9929,1.7665,1.7745,1.8727,1.9486,1.9864,2.0187,2.2016,2.3683,2.1995,1.9233,0.32176,0.32748,0.35877,0.36572,0.3579,0.35676,0.3433,0.3016,0.26646,0.22691,0.25806,0.29158,152.31,98.758,326.23,381.49,538.52,573.15,438.87,243.24,111.99,116.69,78.951,123.76,,,,89.0,26.0,5.0,0.1506300484652665,2011-08-01
9,2011,29.255,22.501,2.2889,0.24997,94.524,0,27.929,26.867,27.035,26.616,25.965,25.978,25.852,25.775,27.234,28.674,29.505,28.698,23.286,23.523,24.076,24.9,24.528,24.304,24.05,23.954,23.781,23.104,22.377,22.975,2.0728,1.8927,1.9929,1.7665,1.7745,1.8727,1.9486,1.9864,2.0187,2.2016,2.3683,2.1995,0.28785,0.32176,0.32748,0.35877,0.36572,0.3579,0.35676,0.3433,0.3016,0.26646,0.22691,0.25806,189.26,152.31,98.758,326.23,381.49,538.52,573.15,438.87,243.24,111.99,116.69,78.951,,,,90.0,26.0,5.0,0.3705977382875607,2011-09-01
10,2011,29.64,21.883,2.3207,0.22267,248.46,0,29.255,27.929,26.867,27.035,26.616,25.965,25.978,25.852,25.775,27.234,28.674,29.505,22.501,23.286,23.523,24.076,24.9,24.528,24.304,24.05,23.954,23.781,23.104,22.377,2.2889,2.0728,1.8927,1.9929,1.7665,1.7745,1.8727,1.9486,1.9864,2.0187,2.2016,2.3683,0.24997,0.28785,0.32176,0.32748,0.35877,0.36572,0.3579,0.35676,0.3433,0.3016,0.26646,0.22691,94.524,189.26,152.31,98.758,326.23,381.49,538.52,573.15,438.87,243.24,111.99,116.69,,,,91.0,26.0,5.0,0.6863651050080777,2011-10-01
11,2011,29.149,22.168,2.3215,0.24334,168.96,0,29.64,29.255,27.929,26.867,27.035,26.616,25.965,25.978,25.852,25.775,27.234,28.674,21.883,22.501,23.286,23.523,24.076,24.9,24.528,24.304,24.05,23.954,23.781,23.104,2.3207,2.2889,2.0728,1.8927,1.9929,1.7665,1.7745,1.8727,1.9486,1.9864,2.0187,2.2016,0.22267,0.24997,0.28785,0.32176,0.32748,0.35877,0.36572,0.3579,0.35676,0.3433,0.3016,0.26646,248.46,94.524,189.26,152.31,98.758,326.23,381.49,538.52,573.15,438.87,243.24,111.99,,,,92.0,26.0,5.0,0.3075605815831987,2011-11-01
12,2011,29.923,21.477,2.65,0.21709,161.4,0,29.149,29.64,29.255,27.929,26.867,27.035,26.616,25.965,25.978,25.852,25.775,27.234,22.168,21.883,22.501,23.286,23.523,24.076,24.9,24.528,24.304,24.05,23.954,23.781,2.3215,2.3207,2.2889,2.0728,1.8927,1.9929,1.7665,1.7745,1.8727,1.9486,1.9864,2.0187,0.24334,0.22267,0.24997,0.28785,0.32176,0.32748,0.35877,0.36572,0.3579,0.35676,0.3433,0.3016,168.96,248.46,94.524,189.26,152.31,98.758,326.23,381.49,538.52,573.15,438.87,243.24,,,,93.0,26.0,5.0,0.3610662358642973,2011-12-01
1,2006,26.595,24.74,1.9897,0.34587,341.51,1,26.85,28.476,28.3,28.79,27.941,27.091,26.848,26.397,26.643,26.355,26.578,27.286,24.272,23.576,23.321,22.541,23.314,23.823,24.529,24.952,24.8,24.69,24.765,24.269,1.6893,2.3375,2.4174,2.4467,2.0252,1.6948,1.8646,1.7458,1.8473,1.8963,2.0914,2.0396,0.31668,0.26755,0.26832,0.2437,0.28272,0.32078,0.34158,0.35231,0.3463,0.34691,0.33256,0.30134,333.23,72.605,122.34,41.403,96.237,74.006,101.77,316.81,404.49,376.8,446.28,212.56,0.34462,0.33994,0.32083,118.0,21.0,5.0,0.1765306122448979,2006-01-01
2,2006,26.204,24.626,2.1281,0.35104,309.01,1,26.595,26.85,28.476,28.3,28.79,27.941,27.091,26.848,26.397,26.643,26.355,26.578,24.74,24.272,23.576,23.321,22.541,23.314,23.823,24.529,24.952,24.8,24.69,24.765,1.9897,1.6893,2.3375,2.4174,2.4467,2.0252,1.6948,1.8646,1.7458,1.8473,1.8963,2.0914,0.34587,0.31668,0.26755,0.26832,0.2437,0.28272,0.32078,0.34158,0.35231,0.3463,0.34691,0.33256,341.51,333.23,72.605,122.34,41.403,96.237,74.006,101.77,316.81,404.49,376.8,446.28,0.35031,0.34861,0.34523,119.0,21.0,5.0,0.0729227405247813,2006-02-01
3,2006,26.019,24.734,2.176,0.361,452.42,1,26.204,26.595,26.85,28.476,28.3,28.79,27.941,27.091,26.848,26.397,26.643,26.355,24.626,24.74,24.272,23.576,23.321,22.541,23.314,23.823,24.529,24.952,24.8,24.69,2.1281,1.9897,1.6893,2.3375,2.4174,2.4467,2.0252,1.6948,1.8646,1.7458,1.8473,1.8963,0.35104,0.34587,0.31668,0.26755,0.26832,0.2437,0.28272,0.32078,0.34158,0.35231,0.3463,0.34691,309.01,341.51,333.23,72.605,122.34,41.403,96.237,74.006,101.77,316.81,404.49,376.8,0.36088,0.36103,0.35914,120.0,21.0,5.0,0.0575437317784256,2006-03-01
4,2006,25.978,24.882,1.5105,0.36575,516.34,1,26.019,26.204,26.595,26.85,28.476,28.3,28.79,27.941,27.091,26.848,26.397,26.643,24.734,24.626,24.74,24.272,23.576,23.321,22.541,23.314,23.823,24.529,24.952,24.8,2.176,2.1281,1.9897,1.6893,2.3375,2.4174,2.4467,2.0252,1.6948,1.8646,1.7458,1.8473,0.361,0.35104,0.34587,0.31668,0.26755,0.26832,0.2437,0.28272,0.32078,0.34158,0.35231,0.3463,452.42,309.01,341.51,333.23,72.605,122.34,41.403,96.237,74.006,101.77,316.81,404.49,0.36582,0.36628,0.36728,121.0,21.0,5.0,0.0152578352769679,2006-04-01
5,2006,26.171,24.843,1.6832,0.36109,349.06,1,25.978,26.019,26.204,26.595,26.85,28.476,28.3,28.79,27.941,27.091,26.848,26.397,24.882,24.734,24.626,24.74,24.272,23.576,23.321,22.541,23.314,23.823,24.529,24.952,1.5105,2.176,2.1281,1.9897,1.6893,2.3375,2.4174,2.4467,2.0252,1.6948,1.8646,1.7458,0.36575,0.361,0.35104,0.34587,0.31668,0.26755,0.26832,0.2437,0.28272,0.32078,0.34158,0.35231,516.34,452.42,309.01,341.51,333.23,72.605,122.34,41.403,96.237,74.006,101.77,316.81,0.36121,0.36155,0.36493,122.0,21.0,5.0,0.0904154518950437,2006-05-01
6,2006,26.598,24.204,1.6346,0.34246,94.03,1,26.171,25.978,26.019,26.204,26.595,26.85,28.476,28.3,28.79,27.941,27.091,26.848,24.843,24.882,24.734,24.626,24.74,24.272,23.576,23.321,22.541,23.314,23.823,24.529,1.6832,1.5105,2.176,2.1281,1.9897,1.6893,2.3375,2.4174,2.4467,2.0252,1.6948,1.8646,0.36109,0.36575,0.361,0.35104,0.34587,0.31668,0.26755,0.26832,0.2437,0.28272,0.32078,0.34158,349.06,516.34,452.42,309.01,341.51,333.23,72.605,122.34,41.403,96.237,74.006,101.77,0.34285,0.34494,0.35502,123.0,21.0,5.0,0.0229227405247813,2006-06-01
7,2006,27.156,24.049,1.8849,0.3193,111.16,1,26.598,26.171,25.978,26.019,26.204,26.595,26.85,28.476,28.3,28.79,27.941,27.091,24.204,24.843,24.882,24.734,24.626,24.74,24.272,23.576,23.321,22.541,23.314,23.823,1.6346,1.6832,1.5105,2.176,2.1281,1.9897,1.6893,2.3375,2.4174,2.4467,2.0252,1.6948,0.34246,0.36109,0.36575,0.361,0.35104,0.34587,0.31668,0.26755,0.26832,0.2437,0.28272,0.32078,94.03,349.06,516.34,452.42,309.01,341.51,333.23,72.605,122.34,41.403,96.237,74.006,0.31881,0.31909,0.33055,124.0,21.0,5.0,0.0420189504373177,2006-07-01
8,2006,27.636,23.897,2.0829,0.30444,120.66,1,27.156,26.598,26.171,25.978,26.019,26.204,26.595,26.85,28.476,28.3,28.79,27.941,24.049,24.204,24.843,24.882,24.734,24.626,24.74,24.272,23.576,23.321,22.541,23.314,1.8849,1.6346,1.6832,1.5105,2.176,2.1281,1.9897,1.6893,2.3375,2.4174,2.4467,2.0252,0.3193,0.34246,0.36109,0.36575,0.361,0.35104,0.34587,0.31668,0.26755,0.26832,0.2437,0.28272,111.16,94.03,349.06,516.34,452.42,309.01,341.51,333.23,72.605,122.34,41.403,96.237,0.30413,0.30636,0.31578,125.0,21.0,5.0,0.1573250728862973,2006-08-01
9,2006,28.251,23.334,2.2166,0.27897,129.82,1,27.636,27.156,26.598,26.171,25.978,26.019,26.204,26.595,26.85,28.476,28.3,28.79,23.897,24.049,24.204,24.843,24.882,24.734,24.626,24.74,24.272,23.576,23.321,22.541,2.0829,1.8849,1.6346,1.6832,1.5105,2.176,2.1281,1.9897,1.6893,2.3375,2.4174,2.4467,0.30444,0.3193,0.34246,0.36109,0.36575,0.361,0.35104,0.34587,0.31668,0.26755,0.26832,0.2437,120.66,111.16,94.03,349.06,516.34,452.42,309.01,341.51,333.23,72.605,122.34,41.403,0.27759,0.28342,0.30029,126.0,21.0,5.0,0.1740889212827988,2006-09-01
10,2006,29.143,22.787,2.4335,0.2477,127.15,1,28.251,27.636,27.156,26.598,26.171,25.978,26.019,26.204,26.595,26.85,28.476,28.3,23.334,23.897,24.049,24.204,24.843,24.882,24.734,24.626,24.74,24.272,23.576,23.321,2.2166,2.0829,1.8849,1.6346,1.6832,1.5105,2.176,2.1281,1.9897,1.6893,2.3375,2.4174,0.27897,0.30444,0.3193,0.34246,0.36109,0.36575,0.361,0.35104,0.34587,0.31668,0.26755,0.26832,129.82,120.66,111.16,94.03,349.06,516.34,452.42,309.01,341.51,333.23,72.605,122.34,0.25083,0.26454,0.2834,127.0,21.0,5.0,0.4932215743440233,2006-10-01
